ids,lon,lat,30yr_separation(km/day),30yr_separation(km/km)
43202.0,-70.58473658319933,42.57369427768532,31.40,0.80
45380.0,-68.523261439082106,44.025317954138245,5.81,0.13
45380.0,-68.658409135520998,43.947168497261742,16.46,0.35
45380.0,-68.826595348855264,43.920371942374402,17.83,0.40
45380.0,-68.862361664301261,43.896377232231366,32.72,0.59
45380.0,-69.084270248747146,43.861060541253984,55.03,0.97
45380.0,-69.779365713586245,43.52333234642483,6.76,0.19
45380.0,-69.837114580572191,43.437859122709334,2.58,0.08
45380.0,-69.863281974388741,43.433458955743127,10.54,0.23
45380.0,-69.943383826734632,43.441519460579421,1.82,0.04
45380.0,-70.004593133294321,43.460020322572298,11.91,0.20
45380.0,-70.18011962772195,43.356697616773971,25.15,0.42
45380.0,-70.280769575089352,43.181905177867471,24.21,0.49
45380.0,-70.369119809684236,43.139814645885032,24.92,0.61
45380.0,-70.296398881837476,43.042572331617308,28.90,0.74
45380.0,-70.266307894596409,43.024227393752,16.98,0.49
45380.0,-70.295520912299054,42.970175769675279,28.25,0.67
45380.0,-70.290813221391019,42.941498993963187,35.88,0.74
45380.0,-70.251539650847491,42.909917606825964,47.31,0.74
45380.0,-69.966772531137394,43.03930486630518,7.04,0.12
45380.0,-70.020439411574699,43.021454611938665,20.37,0.27
45380.0,-70.110552641247239,43.076236204442189,24.77,0.28
45380.0,-69.966975152113989,43.09390998972011,14.49,0.14
45380.0,-69.961201789624226,42.993164402624465,9.54,0.11
45380.0,-69.884197914352882,42.984690179149133,19.48,0.27
45380.0,-69.762636979534179,42.953000266165219,23.37,0.36
45380.0,-69.79209077495689,42.875839372886539,33.56,0.52
45381.0,-68.523199999999989,44.025700000000079,5.82,0.12
45381.0,-68.650200003060178,43.946700001502464,17.84,0.37
453810.0,-68.120454246089352,43.575461137588832,13.14,0.24
453810.0,-68.225955057083851,43.598170185967774,11.21,0.19
453810.0,-68.3248664232555,43.534423207761627,15.25,0.30
453810.0,-68.398458206472696,43.542570588463946,22.25,0.42
453810.0,-68.474326834477509,43.476383710765091,29.89,0.53
453810.0,-68.514544679239521,43.452963614546732,11.27,0.17
453810.0,-68.538279293536277,43.419044918495615,9.30,0.13
453810.0,-68.483421625803771,43.390851808880043,16.57,0.26
453810.0,-68.531257020604968,43.249702782628894,19.01,0.32
453810.0,-68.489023254592155,43.201195053082742,23.18,0.46
453810.0,-68.512750466366498,43.232073715464566,19.23,0.27
453810.0,-68.784946153686619,43.176623405870366,26.90,0.42
453810.0,-68.800896922697149,43.092788923587669,32.40,0.48
453810.0,-69.22286954052521,43.226844270741914,17.96,0.31
453810.0,-69.154652351003662,43.257720781420872,13.80,0.22
453810.0,-69.14954229238397,43.245734426124045,16.06,0.30
453810.0,-68.800200000000046,43.325099999999694,9.75,0.13
453810.0,-68.775938140834342,43.265203924065716,9.21,0.10
453810.0,-68.779326496951157,43.291946154533349,4.92,0.06
453810.0,-68.758677076115958,43.214064609093597,10.04,0.11
453810.0,-68.71223920325869,42.906941590010142,37.47,0.68
453810.0,-68.523949234534513,43.0981890311757,43.01,0.91
453810.0,-68.446734777110862,43.193495343187436,39.06,0.84
