ids,time,lon,lat,depth
453814,2004-06-02T15:27:00Z,-70.390699999999995,43.024099999999997,-1.0
453814,2004-06-02T16:34:00Z,-70.384,43.017899999999997,-1.0
453814,2004-06-02T17:34:00Z,-70.377899999999997,43.011499999999998,-1.0
453814,2004-06-02T18:25:00Z,-70.370900000000006,43.006700000000002,-1.0
453814,2004-06-02T19:25:00Z,-70.369900000000001,43.0002,-1.0
453814,2004-06-02T21:26:00Z,-70.378200000000007,42.992600000000003,-1.0
453814,2004-06-02T22:31:00Z,-70.379900000000006,42.992899999999999,-1.0
453814,2004-06-02T23:29:00Z,-70.380700000000004,42.9953,-1.0
453814,2004-06-03T00:36:00Z,-70.3797,42.996400000000001,-1.0
453814,2004-06-03T01:18:00Z,-70.376099999999994,42.995800000000003,-1.0
453814,2004-06-03T02:31:00Z,-70.370400000000004,42.991700000000002,-1.0
453814,2004-06-03T03:20:00Z,-70.367900000000006,42.985199999999999,-1.0
453814,2004-06-03T04:18:00Z,-70.366900000000001,42.974600000000002,-1.0
453814,2004-06-03T05:27:00Z,-70.368700000000004,42.9621,-1.0
453814,2004-06-03T06:26:00Z,-70.374099999999999,42.954700000000003,-1.0
453814,2004-06-03T07:18:00Z,-70.384,42.9512,-1.0
453814,2004-06-03T08:14:00Z,-70.393299999999996,42.948799999999999,-1.0
453814,2004-06-03T09:23:00Z,-70.401700000000005,42.950000000000003,-1.0
453814,2004-06-03T10:22:00Z,-70.409000000000006,42.952500000000001,-1.0
453814,2004-06-03T11:27:00Z,-70.411600000000007,42.956299999999999,-1.0
453814,2004-06-03T13:13:00Z,-70.406899999999993,42.959000000000003,-1.0
453814,2004-06-03T13:58:00Z,-70.401499999999999,42.957099999999997,-1.0
453814,2004-06-03T15:06:00Z,-70.394099999999995,42.952100000000002,-1.0
453814,2004-06-03T17:25:00Z,-70.385099999999994,42.942,-1.0
453814,2004-06-03T19:26:00Z,-70.370500000000007,42.942100000000003,-1.0
453814,2004-06-03T20:25:00Z,-70.359700000000004,42.942100000000003,-1.0
453814,2004-06-03T21:11:00Z,-70.345399999999998,42.9405,-1.0
453814,2004-06-03T22:09:00Z,-70.330399999999997,42.938499999999998,-1.0
453814,2004-06-03T23:15:00Z,-70.314099999999996,42.935099999999998,-1.0
453814,2004-06-04T00:14:00Z,-70.302300000000002,42.929499999999997,-1.0
453814,2004-06-04T01:12:00Z,-70.293099999999995,42.920699999999997,-1.0
453814,2004-06-04T02:14:00Z,-70.290199999999999,42.912100000000002,-1.0
453814,2004-06-04T03:11:00Z,-70.292699999999996,42.905700000000003,-1.0
453814,2004-06-04T04:07:00Z,-70.295199999999994,42.901000000000003,-1.0
453814,2004-06-04T05:09:00Z,-70.298000000000002,42.897199999999998,-1.0
453814,2004-06-04T06:20:00Z,-70.295599999999993,42.893099999999997,-1.0
453814,2004-06-04T07:20:00Z,-70.2881,42.8889,-1.0
453814,2004-06-04T08:14:00Z,-70.278000000000006,42.882800000000003,-1.0
453814,2004-06-04T10:32:00Z,-70.254999999999995,42.871400000000001,-1.0
453814,2004-06-04T11:29:00Z,-70.247600000000006,42.867400000000004,-1.0
453814,2004-06-04T13:30:00Z,-70.255399999999995,42.864699999999999,-1.0
453814,2004-06-04T14:29:00Z,-70.260099999999994,42.864899999999999,-1.0
453814,2004-06-04T15:32:00Z,-70.262100000000004,42.866100000000003,-1.0
453814,2004-06-04T16:31:00Z,-70.260999999999996,42.866,-1.0
453814,2004-06-04T17:21:00Z,-70.256600000000006,42.866300000000003,-1.0
453814,2004-06-04T18:28:00Z,-70.248800000000003,42.865900000000003,-1.0
453814,2004-06-04T19:25:00Z,-70.241299999999995,42.865600000000001,-1.0
453814,2004-06-04T20:25:00Z,-70.230000000000004,42.8643,-1.0
453814,2004-06-04T21:15:00Z,-70.222200000000001,42.866199999999999,-1.0
453814,2004-06-04T22:10:00Z,-70.211299999999994,42.871299999999998,-1.0
453814,2004-06-04T22:59:00Z,-70.203000000000003,42.874299999999998,-1.0
453814,2004-06-05T00:10:00Z,-70.200299999999999,42.879899999999999,-1.0
453814,2004-06-05T01:03:00Z,-70.200299999999999,42.883400000000002,-1.0
453814,2004-06-05T02:05:00Z,-70.200599999999994,42.889299999999999,-1.0
453814,2004-06-05T03:02:00Z,-70.198099999999997,42.891599999999997,-1.0
453814,2004-06-05T03:57:00Z,-70.193700000000007,42.892499999999998,-1.0
453814,2004-06-05T04:53:00Z,-70.187399999999997,42.889099999999999,-1.0
453814,2004-06-05T05:55:00Z,-70.182299999999998,42.879800000000003,-1.0
453814,2004-06-05T07:03:00Z,-70.175700000000006,42.868200000000002,-1.0
453814,2004-06-05T08:01:00Z,-70.169300000000007,42.856699999999996,-1.0
453814,2004-06-05T08:58:00Z,-70.168499999999995,42.848700000000001,-1.0
453814,2004-06-05T10:07:00Z,-70.165599999999998,42.835500000000003,-1.0
453814,2004-06-05T11:03:00Z,-70.174199999999999,42.832700000000003,-1.0
453814,2004-06-05T12:09:00Z,-70.185599999999994,42.835999999999999,-1.0
453814,2004-06-05T13:05:00Z,-70.196200000000005,42.842500000000001,-1.0
453814,2004-06-05T14:12:00Z,-70.207999999999998,42.852600000000002,-1.0
453814,2004-06-05T15:04:00Z,-70.2166,42.862499999999997,-1.0
453814,2004-06-05T16:01:00Z,-70.221599999999995,42.8705,-1.0
453814,2004-06-05T16:52:00Z,-70.219499999999996,42.8748,-1.0
453814,2004-06-05T18:01:00Z,-70.2102,42.875100000000003,-1.0
453814,2004-06-05T18:59:00Z,-70.201099999999997,42.871099999999998,-1.0
453814,2004-06-05T19:48:00Z,-70.194699999999997,42.865099999999998,-1.0
453814,2004-06-05T20:40:00Z,-70.186400000000006,42.856200000000001,-1.0
453814,2004-06-05T21:36:00Z,-70.179599999999994,42.848700000000001,-1.0
453814,2004-06-05T22:24:00Z,-70.173000000000002,42.841900000000003,-1.0
453814,2004-06-05T23:14:00Z,-70.1691,42.836100000000002,-1.0
453814,2004-06-06T00:25:00Z,-70.176400000000001,42.8307,-1.0
453814,2004-06-06T01:32:00Z,-70.191599999999994,42.828400000000002,-1.0
453814,2004-06-06T02:27:00Z,-70.207099999999997,42.831299999999999,-1.0
453814,2004-06-06T03:45:00Z,-70.222200000000001,42.836799999999997,-1.0
453814,2004-06-06T04:28:00Z,-70.230400000000003,42.839599999999997,-1.0
453814,2004-06-06T05:28:00Z,-70.236599999999996,42.840299999999999,-1.0
453814,2004-06-06T06:31:00Z,-70.240300000000005,42.843600000000002,-1.0
453814,2004-06-06T07:34:00Z,-70.238200000000006,42.844700000000003,-1.0
453814,2004-06-06T08:31:00Z,-70.232200000000006,42.845300000000002,-1.0
453814,2004-06-06T09:37:00Z,-70.221800000000002,42.8459,-1.0
453814,2004-06-06T10:39:00Z,-70.210999999999999,42.844000000000001,-1.0
453814,2004-06-06T11:36:00Z,-70.207099999999997,42.845199999999998,-1.0
453814,2004-06-06T12:34:00Z,-70.206999999999994,42.849499999999999,-1.0
453814,2004-06-06T13:35:00Z,-70.207700000000003,42.853499999999997,-1.0
453814,2004-06-06T14:29:00Z,-70.211399999999998,42.8568,-1.0
453814,2004-06-06T15:18:00Z,-70.214699999999993,42.859099999999998,-1.0
453814,2004-06-06T16:19:00Z,-70.219999999999999,42.857999999999997,-1.0
453814,2004-06-06T17:36:00Z,-70.232900000000001,42.856999999999999,-1.0
453814,2004-06-06T18:21:00Z,-70.241699999999994,42.855400000000003,-1.0
453814,2004-06-06T19:23:00Z,-70.249899999999997,42.8536,-1.0
453814,2004-06-06T20:20:00Z,-70.255499999999998,42.850999999999999,-1.0
453814,2004-06-06T21:17:00Z,-70.258200000000002,42.847299999999997,-1.0
453814,2004-06-06T22:13:00Z,-70.261300000000006,42.8444,-1.0
453814,2004-06-06T23:15:00Z,-70.266900000000007,42.842700000000001,-1.0
453814,2004-06-07T00:22:00Z,-70.276399999999995,42.841700000000003,-1.0
453814,2004-06-07T01:23:00Z,-70.287700000000001,42.843200000000003,-1.0
453814,2004-06-07T02:21:00Z,-70.299099999999996,42.846600000000002,-1.0
453814,2004-06-07T03:21:00Z,-70.311899999999994,42.851500000000001,-1.0
453814,2004-06-07T04:30:00Z,-70.323800000000006,42.858199999999997,-1.0
453814,2004-06-07T05:29:00Z,-70.331000000000003,42.862000000000002,-1.0
453814,2004-06-07T06:21:00Z,-70.335899999999995,42.863799999999998,-1.0
453814,2004-06-07T07:27:00Z,-70.337400000000002,42.863300000000002,-1.0
453814,2004-06-07T08:26:00Z,-70.336299999999994,42.859099999999998,-1.0
453814,2004-06-07T09:26:00Z,-70.333500000000001,42.852600000000002,-1.0
453814,2004-06-07T10:40:00Z,-70.328999999999994,42.844999999999999,-1.0
453814,2004-06-07T11:32:00Z,-70.3249,42.836199999999998,-1.0
453814,2004-06-07T12:33:00Z,-70.323400000000007,42.827199999999998,-1.0
453814,2004-06-07T13:27:00Z,-70.326300000000003,42.816400000000002,-1.0
453814,2004-06-07T14:41:00Z,-70.340199999999996,42.807000000000002,-1.0
453814,2004-06-07T15:45:00Z,-70.356099999999998,42.804499999999997,-1.0
453814,2004-06-07T16:34:00Z,-70.369399999999999,42.805399999999999,-1.0
453814,2004-06-07T17:36:00Z,-70.384699999999995,42.809399999999997,-1.0
453814,2004-06-07T18:40:00Z,-70.396900000000002,42.817799999999998,-1.0
453814,2004-06-07T19:58:00Z,-70.402600000000007,42.828699999999998,-1.0
453814,2004-06-07T20:42:00Z,-70.401399999999995,42.836799999999997,-1.0
453814,2004-06-07T21:49:00Z,-70.391800000000003,42.845199999999998,-1.0
453814,2004-06-08T00:45:00Z,-70.347800000000007,42.851900000000001,-1.0
453814,2004-06-08T01:48:00Z,-70.334900000000005,42.845599999999997,-1.0
453814,2004-06-08T02:58:00Z,-70.329099999999997,42.835999999999999,-1.0
453814,2004-06-08T04:01:00Z,-70.331199999999995,42.8277,-1.0
453814,2004-06-08T05:03:00Z,-70.338999999999999,42.821100000000001,-1.0
453814,2004-06-08T06:14:00Z,-70.353300000000004,42.816299999999998,-1.0
453814,2004-06-08T07:22:00Z,-70.365700000000004,42.812800000000003,-1.0
453814,2004-06-08T08:28:00Z,-70.376599999999996,42.809800000000003,-1.0
453814,2004-06-08T09:30:00Z,-70.379999999999995,42.809100000000001,-1.0
453814,2004-06-08T10:20:00Z,-70.380799999999994,42.807899999999997,-1.0
453814,2004-06-08T11:27:00Z,-70.378200000000007,42.807499999999997,-1.0
453814,2004-06-08T12:34:00Z,-70.371600000000001,42.808500000000002,-1.0
453814,2004-06-08T13:41:00Z,-70.362899999999996,42.809199999999997,-1.0
453814,2004-06-08T14:47:00Z,-70.355099999999993,42.810699999999997,-1.0
453814,2004-06-08T15:48:00Z,-70.348100000000002,42.814999999999998,-1.0
453814,2004-06-08T16:48:00Z,-70.343400000000003,42.821599999999997,-1.0
453814,2004-06-08T18:35:00Z,-70.335099999999997,42.826700000000002,-1.0
453814,2004-06-08T19:25:00Z,-70.332899999999995,42.827199999999998,-1.0
453814,2004-06-08T20:36:00Z,-70.328999999999994,42.828899999999997,-1.0
453814,2004-06-08T21:29:00Z,-70.323700000000002,42.827800000000003,-1.0
453814,2004-06-08T23:47:00Z,-70.306700000000006,42.826099999999997,-1.0
453814,2004-06-09T00:43:00Z,-70.296700000000001,42.827100000000002,-1.0
453814,2004-06-09T01:35:00Z,-70.288399999999996,42.828200000000002,-1.0
453814,2004-06-09T02:40:00Z,-70.277699999999996,42.8292,-1.0
453814,2004-06-09T03:33:00Z,-70.270399999999995,42.8292,-1.0
453814,2004-06-09T04:42:00Z,-70.264799999999994,42.829900000000002,-1.0
453814,2004-06-09T05:47:00Z,-70.264399999999995,42.833300000000001,-1.0
453814,2004-06-09T06:44:00Z,-70.2624,42.835299999999997,-1.0
453814,2004-06-09T07:38:00Z,-70.260999999999996,42.836500000000001,-1.0
453814,2004-06-09T08:31:00Z,-70.256699999999995,42.837499999999999,-1.0
453814,2004-06-09T09:24:00Z,-70.250200000000007,42.837200000000003,-1.0
453814,2004-06-09T10:28:00Z,-70.2393,42.835000000000001,-1.0
453814,2004-06-09T11:24:00Z,-70.228399999999993,42.8307,-1.0
453814,2004-06-09T12:36:00Z,-70.215100000000007,42.8249,-1.0
453814,2004-06-09T13:22:00Z,-70.205200000000005,42.8215,-1.0
453814,2004-06-09T14:14:00Z,-70.1995,42.8202,-1.0
453814,2004-06-09T15:14:00Z,-70.199700000000007,42.820500000000003,-1.0
453814,2004-06-09T16:16:00Z,-70.203599999999994,42.827100000000002,-1.0
453814,2004-06-09T17:22:00Z,-70.207599999999999,42.838099999999997,-1.0
453814,2004-06-09T18:20:00Z,-70.206699999999998,42.851799999999997,-1.0
453814,2004-06-09T19:25:00Z,-70.196600000000004,42.863700000000001,-1.0
453814,2004-06-09T21:29:00Z,-70.162899999999993,42.863,-1.0
453814,2004-06-09T22:16:00Z,-70.150899999999993,42.854799999999997,-1.0
453814,2004-06-09T23:19:00Z,-70.1404,42.8399,-1.0
453814,2004-06-10T00:25:00Z,-70.134600000000006,42.823799999999999,-1.0
453814,2004-06-10T01:17:00Z,-70.129900000000006,42.811100000000003,-1.0
453814,2004-06-10T02:07:00Z,-70.126300000000001,42.801400000000001,-1.0
453814,2004-06-10T03:08:00Z,-70.123699999999999,42.791800000000002,-1.0
453814,2004-06-10T04:02:00Z,-70.126000000000005,42.7864,-1.0
453814,2004-06-10T05:03:00Z,-70.131900000000002,42.782400000000003,-1.0
453814,2004-06-10T06:03:00Z,-70.139399999999995,42.7821,-1.0
453814,2004-06-10T08:05:00Z,-70.150000000000006,42.787199999999999,-1.0
453814,2004-06-10T09:03:00Z,-70.153800000000004,42.790300000000002,-1.0
453814,2004-06-10T10:03:00Z,-70.156099999999995,42.791600000000003,-1.0
453814,2004-06-10T11:02:00Z,-70.158900000000003,42.790900000000001,-1.0
453814,2004-06-10T12:02:00Z,-70.159800000000004,42.7881,-1.0
453814,2004-06-10T12:51:00Z,-70.158199999999994,42.783499999999997,-1.0
453814,2004-06-10T13:49:00Z,-70.156599999999997,42.778599999999997,-1.0
453814,2004-06-10T14:42:00Z,-70.155000000000001,42.774500000000003,-1.0
453814,2004-06-10T15:50:00Z,-70.154399999999995,42.769399999999997,-1.0
453814,2004-06-10T16:37:00Z,-70.158799999999999,42.767899999999997,-1.0
453814,2004-06-10T17:32:00Z,-70.163799999999995,42.767899999999997,-1.0
453814,2004-06-10T18:42:00Z,-70.168800000000005,42.770299999999999,-1.0
453814,2004-06-10T19:51:00Z,-70.171800000000005,42.7729,-1.0
453814,2004-06-10T20:50:00Z,-70.176000000000002,42.776299999999999,-1.0
453814,2004-06-10T21:45:00Z,-70.175200000000004,42.782699999999998,-1.0
453814,2004-06-10T22:46:00Z,-70.1691,42.7898,-1.0
453814,2004-06-10T23:36:00Z,-70.159999999999997,42.794199999999996,-1.0
453814,2004-06-11T00:45:00Z,-70.145499999999998,42.794600000000003,-1.0
453814,2004-06-11T01:43:00Z,-70.127300000000005,42.7896,-1.0
453814,2004-06-11T02:52:00Z,-70.115700000000004,42.779899999999998,-1.0
453814,2004-06-11T03:50:00Z,-70.108999999999995,42.766800000000003,-1.0
453814,2004-06-11T05:07:00Z,-70.109399999999994,42.755400000000002,-1.0
453814,2004-06-11T05:58:00Z,-70.114500000000007,42.748399999999997,-1.0
453814,2004-06-11T08:21:00Z,-70.137100000000004,42.743099999999998,-1.0
453814,2004-06-11T09:17:00Z,-70.148899999999998,42.743499999999997,-1.0
453814,2004-06-11T10:19:00Z,-70.159499999999994,42.745800000000003,-1.0
453814,2004-06-11T11:26:00Z,-70.167199999999994,42.747799999999998,-1.0
453814,2004-06-11T12:23:00Z,-70.169899999999998,42.749499999999998,-1.0
453814,2004-06-11T13:26:00Z,-70.169700000000006,42.750799999999998,-1.0
453814,2004-06-11T14:23:00Z,-70.165700000000001,42.750599999999999,-1.0
453814,2004-06-11T15:08:00Z,-70.161600000000007,42.749499999999998,-1.0
453814,2004-06-11T16:18:00Z,-70.155199999999994,42.747,-1.0
453814,2004-06-11T17:19:00Z,-70.155299999999997,42.744599999999998,-1.0
453814,2004-06-11T18:25:00Z,-70.156400000000005,42.744500000000002,-1.0
453814,2004-06-11T19:18:00Z,-70.159199999999998,42.746499999999997,-1.0
453814,2004-06-11T20:23:00Z,-70.160200000000003,42.7498,-1.0
453814,2004-06-11T21:24:00Z,-70.162400000000005,42.752200000000002,-1.0
453814,2004-06-11T22:26:00Z,-70.164000000000001,42.7545,-1.0
453814,2004-06-11T23:40:00Z,-70.161699999999996,42.757300000000001,-1.0
453814,2004-06-12T00:27:00Z,-70.158000000000001,42.759300000000003,-1.0
453814,2004-06-12T01:24:00Z,-70.149100000000004,42.762,-1.0
453814,2004-06-12T02:19:00Z,-70.139399999999995,42.762099999999997,-1.0
453814,2004-06-12T03:27:00Z,-70.123199999999997,42.752699999999997,-1.0
453814,2004-06-12T04:22:00Z,-70.114000000000004,42.7423,-1.0
453814,2004-06-12T05:22:00Z,-70.108999999999995,42.733199999999997,-1.0
453814,2004-06-12T06:34:00Z,-70.109899999999996,42.722999999999999,-1.0
453814,2004-06-12T07:39:00Z,-70.119299999999996,42.715299999999999,-1.0
453814,2004-06-12T08:26:00Z,-70.128600000000006,42.712299999999999,-1.0
453814,2004-06-12T09:26:00Z,-70.139700000000005,42.711199999999998,-1.0
453814,2004-06-12T10:32:00Z,-70.153099999999995,42.709000000000003,-1.0
453814,2004-06-12T11:39:00Z,-70.163700000000006,42.706699999999998,-1.0
453814,2004-06-12T12:42:00Z,-70.172300000000007,42.705300000000001,-1.0
453814,2004-06-12T13:39:00Z,-70.179299999999998,42.706400000000002,-1.0
453814,2004-06-12T14:38:00Z,-70.180499999999995,42.706499999999998,-1.0
453814,2004-06-12T15:40:00Z,-70.181299999999993,42.707999999999998,-1.0
453814,2004-06-12T16:50:00Z,-70.175399999999996,42.708199999999998,-1.0
453814,2004-06-12T17:59:00Z,-70.168899999999994,42.708399999999997,-1.0
453814,2004-06-12T18:59:00Z,-70.161799999999999,42.709899999999998,-1.0
453814,2004-06-12T19:58:00Z,-70.159999999999997,42.709299999999999,-1.0
453814,2004-06-12T20:59:00Z,-70.164299999999997,42.712499999999999,-1.0
453814,2004-06-12T21:55:00Z,-70.168000000000006,42.717599999999997,-1.0
453814,2004-06-12T22:48:00Z,-70.168499999999995,42.7211,-1.0
453814,2004-06-12T23:55:00Z,-70.167100000000005,42.7239,-1.0
453814,2004-06-13T00:49:00Z,-70.164400000000001,42.724899999999998,-1.0
453814,2004-06-13T01:43:00Z,-70.1614,42.724499999999999,-1.0
453814,2004-06-13T02:36:00Z,-70.158100000000005,42.723799999999997,-1.0
453814,2004-06-13T03:31:00Z,-70.152900000000002,42.7241,-1.0
453814,2004-06-13T04:37:00Z,-70.140600000000006,42.724899999999998,-1.0
453814,2004-06-13T05:39:00Z,-70.126999999999995,42.724299999999999,-1.0
453814,2004-06-13T07:25:00Z,-70.105999999999995,42.7211,-1.0
453814,2004-06-13T08:25:00Z,-70.101100000000002,42.7194,-1.0
453814,2004-06-13T09:17:00Z,-70.0976,42.7181,-1.0
453814,2004-06-13T10:18:00Z,-70.094899999999996,42.718299999999999,-1.0
453814,2004-06-13T11:14:00Z,-70.093599999999995,42.718200000000003,-1.0
453814,2004-06-13T12:18:00Z,-70.091499999999996,42.718200000000003,-1.0
453814,2004-06-13T13:14:00Z,-70.088399999999993,42.717300000000002,-1.0
453814,2004-06-13T15:01:00Z,-70.079999999999998,42.713099999999997,-1.0
453814,2004-06-13T15:56:00Z,-70.076300000000003,42.712000000000003,-1.0
453814,2004-06-13T16:47:00Z,-70.069500000000005,42.710700000000003,-1.0
453814,2004-06-13T17:54:00Z,-70.062399999999997,42.711799999999997,-1.0
453814,2004-06-13T19:07:00Z,-70.057299999999998,42.714300000000001,-1.0
453814,2004-06-13T20:05:00Z,-70.051100000000005,42.7164,-1.0
453814,2004-06-13T22:18:00Z,-70.043899999999994,42.7254,-1.0
453814,2004-06-13T23:27:00Z,-70.038300000000007,42.732999999999997,-1.0
453814,2004-06-14T00:38:00Z,-70.031700000000001,42.739400000000003,-1.0
453814,2004-06-14T01:35:00Z,-70.023099999999999,42.744999999999997,-1.0
453814,2004-06-14T02:24:00Z,-70.009900000000002,42.748899999999999,-1.0
453814,2004-06-14T03:34:00Z,-69.990499999999997,42.7502,-1.0
453814,2004-06-14T04:41:00Z,-69.970200000000006,42.7468,-1.0
453814,2004-06-14T05:40:00Z,-69.9542,42.741199999999999,-1.0
453814,2004-06-14T06:48:00Z,-69.941299999999998,42.733199999999997,-1.0
453814,2004-06-14T07:47:00Z,-69.934600000000003,42.726100000000002,-1.0
453814,2004-06-14T08:43:00Z,-69.932500000000005,42.719499999999996,-1.0
453814,2004-06-14T09:49:00Z,-69.9375,42.714799999999997,-1.0
453814,2004-06-14T10:58:00Z,-69.9499,42.714500000000001,-1.0
453814,2004-06-14T11:56:00Z,-69.962699999999998,42.717399999999998,-1.0
453814,2004-06-14T12:51:00Z,-69.971599999999995,42.721499999999999,-1.0
453814,2004-06-14T13:58:00Z,-69.979399999999998,42.728900000000003,-1.0
453814,2004-06-14T15:02:00Z,-69.980800000000002,42.737499999999997,-1.0
453814,2004-06-14T16:56:00Z,-69.972099999999998,42.749200000000002,-1.0
453814,2004-06-14T17:53:00Z,-69.959400000000002,42.754199999999997,-1.0
453814,2004-06-14T18:51:00Z,-69.945999999999998,42.759,-1.0
